cell_id,state_1,state_2,time,condition,fate_label,batch,donor,replicate
control_cell_000288,-1.237499,0.082152456,0.0,control,progenitor,batch_B,donor_2,replicate_1
control_cell_000289,-1.3037204,0.09031929,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000290,-1.1966492,-0.081377946,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000291,-1.2875329,-0.03228737,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000292,-1.2580079,0.12833832,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000293,-1.2041819,-0.06412951,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000294,-1.2519695,0.0075861486,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000295,-1.2482332,-0.1744293,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000296,-1.2196972,0.16007705,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000297,-1.2921119,-0.05231705,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000298,-1.077355,-0.096215725,0.0,control,progenitor,batch_B,donor_2,replicate_1
control_cell_000299,-1.1729093,-0.04688413,0.0,control,progenitor,batch_C,donor_4,replicate_1
control_cell_000300,-1.1368543,-0.051239207,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000301,-1.1716715,-0.018890407,0.0,control,progenitor,batch_B,donor_3,replicate_1
control_cell_000302,-1.2572285,0.06158855,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000303,-1.3014537,0.017381852,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000304,-1.0239934,0.039093483,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000305,-1.1341295,-0.061377365,0.0,control,progenitor,batch_A,donor_4,replicate_1
control_cell_000306,-1.118742,0.04362586,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000307,-1.125693,-0.0073232017,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000308,-1.186156,-0.053270217,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000309,-1.2511634,0.14217463,0.0,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000310,-1.0972962,-0.0008156893,0.0,control,progenitor,batch_C,donor_3,replicate_1
control_cell_000311,-1.0227824,0.012743822,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000312,-1.103452,0.03812824,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000313,-1.1488256,-0.06319891,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000314,-1.1396056,-0.005583903,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000315,-1.1047877,-0.20815107,0.0,control,progenitor,batch_C,donor_3,replicate_1
control_cell_000316,-1.1335672,-0.038246643,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000317,-1.0972413,-0.031753108,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000318,-1.0761888,0.052803,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000319,-1.260332,-0.07954681,0.0,control,progenitor,batch_B,donor_3,replicate_1
control_cell_000320,-1.0971646,0.039833836,0.0,control,progenitor,batch_B,donor_1,replicate_1
control_cell_000321,-1.0886506,-0.09797638,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000322,-1.057284,0.22859508,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000323,-1.1894288,-0.14481707,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000324,-1.1982175,-0.08743162,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000325,-1.0728359,-0.0025869694,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000326,-1.1075445,-0.015680343,0.0,control,progenitor,batch_C,donor_4,replicate_1
control_cell_000327,-1.1773722,-0.112553135,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000328,-1.1454803,-0.1028904,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000329,-1.1174189,0.030964699,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000330,-1.242294,0.012675844,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000331,-1.1576228,-0.037438106,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000332,-1.2003475,0.03742558,0.0,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000333,-1.1343917,0.05035232,0.0,control,progenitor,batch_B,donor_3,replicate_1
control_cell_000334,-1.1424326,0.0627751,0.0,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000335,-1.2946515,0.123479426,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000336,-1.1294672,-0.13715887,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000337,-1.2071055,0.061749943,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000338,-1.1723741,-0.040964913,0.0,control,progenitor,batch_C,donor_2,replicate_1
control_cell_000339,-1.1187636,0.039707445,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000340,-1.077101,0.01588629,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000341,-1.1449841,0.008602735,0.0,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000342,-1.21473,0.005413701,0.0,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000343,-1.2254144,0.07492555,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000344,-1.1791502,0.010188998,0.0,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000345,-1.1550807,0.058519393,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000346,-1.2177396,-0.08604578,0.0,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000347,-1.1320562,0.04807674,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000348,-1.1917231,-0.07551628,0.0,control,progenitor,batch_B,donor_1,replicate_1
control_cell_000349,-1.0459074,0.050673723,0.0,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000350,-1.1115177,0.040618274,0.0,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000351,-0.98030853,0.01875449,0.0,control,progenitor,batch_B,donor_2,replicate_1
control_cell_000352,-1.2892402,0.0013867703,0.0,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000353,-1.0919122,-0.074485876,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000354,-1.1644245,0.0011257667,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000355,-1.1672119,-0.06507123,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000356,-1.1931628,-0.014148735,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000357,-1.1011324,-0.034736034,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000358,-1.0867685,0.07836683,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000359,-1.0466651,0.14226568,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000360,-1.1490978,-0.007845885,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000361,-1.201941,-0.11884496,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000362,-1.1431205,-0.063523486,0.0,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000363,-1.1379262,0.04634256,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000364,-1.1111934,-0.08620491,0.0,control,progenitor,batch_B,donor_4,replicate_2
control_cell_000365,-1.1531279,-0.0072153932,0.0,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000366,-1.2222005,-0.024397857,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000367,-1.0516499,-0.064479485,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000368,-1.2614938,0.07540749,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000369,-1.2765734,-0.05956987,0.0,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000370,-1.0959884,-0.19050139,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000371,-1.1234404,0.019734653,0.0,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000372,-1.0632331,0.04407395,0.0,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000373,-1.1389436,-0.015598391,0.0,control,progenitor,batch_B,donor_3,replicate_1
control_cell_000374,-1.1013238,-0.017141996,0.0,control,progenitor,batch_A,donor_4,replicate_1
control_cell_000375,-1.297707,-0.0364385,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000376,-1.1166905,-0.08723578,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000377,-1.1937231,-0.15873146,0.0,control,progenitor,batch_A,donor_2,replicate_1
control_cell_000378,-1.0511802,0.0010684474,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000379,-1.0616047,0.022156695,0.0,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000380,-1.094201,0.18219444,0.0,control,progenitor,batch_B,donor_1,replicate_1
control_cell_000381,-1.1142671,0.09131846,0.0,control,progenitor,batch_A,donor_4,replicate_1
control_cell_000382,-1.0537839,-0.034128398,0.0,control,progenitor,batch_C,donor_3,replicate_1
control_cell_000383,-1.0568044,0.07421939,0.0,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000384,-1.190592,-0.024489524,0.0,control,progenitor,batch_B,donor_2,replicate_1
control_cell_000385,-1.1892178,-0.07120166,0.0,control,progenitor,batch_A,donor_4,replicate_1
control_cell_000386,-1.371014,-0.034775957,0.0,control,progenitor,batch_B,donor_4,replicate_1
control_cell_000387,-1.0587797,0.0009373134,0.0,control,progenitor,batch_B,donor_1,replicate_1
control_cell_000388,-1.3406711,0.041336227,0.0,control,progenitor,batch_A,donor_1,replicate_1
control_cell_000389,-1.2221689,-0.1242006,0.0,control,progenitor,batch_C,donor_2,replicate_1
control_cell_000390,-0.92860514,0.066762045,0.0,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000391,-1.0660402,0.06751495,0.0,control,progenitor,batch_B,donor_1,replicate_1
control_cell_000392,-1.3143809,-0.01508689,0.0,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000393,-1.0850612,-0.07758403,0.0,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000394,-1.0978768,0.049728107,0.0,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000395,-1.15298,0.015804503,0.0,control,progenitor,batch_A,donor_3,replicate_1
control_cell_000396,-1.0532588,0.12570687,0.0,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000397,-1.0244001,-0.07984189,0.0,control,progenitor,batch_A,donor_4,replicate_2
control_cell_000398,-1.1781812,0.038426742,0.0,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000399,-1.0604482,-0.031023037,0.0,control,progenitor,batch_C,donor_1,replicate_1
control_cell_000400,-0.6868911,0.14213759,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000401,-0.6586458,0.021638831,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000402,-0.7504976,0.033479925,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000403,-0.6236486,-0.051588826,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000404,-0.7273492,-0.07341672,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000405,-0.7728489,0.08513676,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000406,-0.81868094,0.069047004,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000407,-0.64737594,-0.07896441,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000408,-0.6325844,0.055207312,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000409,-0.78721315,-0.07848795,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000410,-0.7722253,-0.009264281,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000411,-0.7112393,-0.045893576,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000412,-0.5894182,0.034317233,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000413,-0.64047146,-0.105354,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000414,-0.58111674,0.17872745,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000415,-0.6709481,-0.1329204,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000416,-0.79399836,-0.035910208,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000417,-0.76990527,0.089092776,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000418,-0.74599326,0.020763341,0.25,control,progenitor,batch_B,donor_1,replicate_2
control_cell_000419,-0.6504175,-0.051796753,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000420,-0.7047722,0.008595896,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000421,-0.54882497,-0.039236974,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000422,-0.6461663,-0.21995483,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000423,-0.6808921,-0.025043383,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000424,-0.7432576,0.08651604,0.25,control,progenitor,batch_C,donor_3,replicate_3
control_cell_000425,-0.7038773,-0.014198199,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000426,-0.70975536,0.13948976,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000427,-0.6162895,-0.044573642,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000428,-0.5734167,-0.059241265,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000429,-0.59191716,-0.032490693,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000430,-0.5996986,0.24708098,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000431,-0.7132899,-0.04049354,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000432,-0.7028301,0.013241237,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000433,-0.6550653,0.046819802,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000434,-0.6726468,-0.053908136,0.25,control,progenitor,batch_C,donor_3,replicate_2
control_cell_000435,-0.7095764,0.0044964524,0.25,control,progenitor,batch_B,donor_2,replicate_3
control_cell_000436,-0.63873845,-0.08631658,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000437,-0.75114167,0.005195447,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000438,-0.6441519,0.06605367,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000439,-0.8940832,-0.049716957,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000440,-0.7520437,0.038855117,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000441,-0.70043087,0.024248151,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000442,-0.667802,-0.020413134,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000443,-0.80067956,-0.11817664,0.25,control,progenitor,batch_C,donor_1,replicate_2
control_cell_000444,-0.7000255,0.018068787,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000445,-0.7312905,-0.005878293,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000446,-0.64368784,-0.0018738367,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000447,-0.7178272,-0.12394057,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000448,-0.71864456,-0.085896194,0.25,control,progenitor,batch_B,donor_1,replicate_3
control_cell_000449,-0.8159063,-0.06365431,0.25,control,progenitor,batch_A,donor_2,replicate_3
control_cell_000450,-0.717325,0.03191855,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000451,-0.6117827,-0.057043765,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000452,-0.777588,0.05677295,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000453,-0.6022245,0.010928183,0.25,control,progenitor,batch_C,donor_4,replicate_2
control_cell_000454,-0.5795062,0.0006395224,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000455,-0.68700457,0.085144974,0.25,control,progenitor,batch_A,donor_3,replicate_2
control_cell_000456,-0.75605303,0.2251558,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000457,-0.6477572,0.03046634,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000458,-0.6357701,0.15017092,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000459,-0.6143772,-0.12840448,0.25,control,progenitor,batch_B,donor_4,replicate_3
control_cell_000460,-0.56550014,-0.027271727,0.25,control,progenitor,batch_A,donor_4,replicate_3
control_cell_000461,-0.66920537,-0.10234032,0.25,control,progenitor,batch_A,donor_2,replicate_2
control_cell_000462,-0.6356816,-0.05210994,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000463,-0.52377677,0.15858082,0.25,control,progenitor,batch_B,donor_3,replicate_2
control_cell_000464,-0.6740567,0.005118217,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000465,-0.70409137,-0.03370698,0.25,control,progenitor,batch_A,donor_1,replicate_3
control_cell_000466,-0.6807982,-0.12650487,0.25,control,progenitor,batch_C,donor_4,replicate_3
control_cell_000467,-0.7882709,0.039316207,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000468,-0.7020339,0.08764179,0.25,control,progenitor,batch_B,donor_3,replicate_3
control_cell_000469,-0.6289184,-0.17100005,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000470,-0.69560355,0.09103654,0.25,control,progenitor,batch_C,donor_2,replicate_2
control_cell_000471,-0.59126776,0.058632683,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000472,-0.69675857,-0.09698946,0.25,control,progenitor,batch_C,donor_1,replicate_3
control_cell_000473,-0.65846163,0.115265004,0.25,control,progenitor,batch_A,donor_1,replicate_2
control_cell_000474,-0.5914325,-0.018515743,0.25,control,progenitor,batch_C,donor_2,replicate_3
control_cell_000475,-0.5720069,0.050867468,0.25,control,progenitor,batch_A,donor_3,replicate_3
control_cell_000476,-0.5459288,-0.014498482,0.25,control,progenitor,batch_B,donor_2,replicate_2
control_cell_000477,-0.7892846,-0.050049927,0.25,control,progenitor,batch_C,donor_4,replicate_3
